parent_asin,title,avg_rating,review_count,camera_sentiment,camera_mentions,battery_sentiment,battery_mentions,display_sentiment,display_mentions,performance_sentiment,performance_mentions,build_sentiment,build_mentions,storage_sentiment,storage_mentions,price,rating_number,camera_sentiment_roberta,battery_sentiment_roberta,display_sentiment_roberta,performance_sentiment_roberta,build_sentiment_roberta,storage_sentiment_roberta,camera_mentions_roberta,battery_mentions_roberta,display_mentions_roberta,performance_mentions_roberta,build_mentions_roberta,storage_mentions_roberta
B00RGKOL66,Touch pen folder tier with zebra gel ballpoint pen stylus 0.5mm P-ATC2-BG Blue Green,5,1,0,0,0,0,0,0,0,0,0,0,0,0,123.85,1,0,0,0,0,0,0,0,0,0,0,0,0
B08P4MHXFV,"Xiaomi POCO M3 Smartphone, 4 GB + 64 GB, 6.53 ""FHD + Ampio 1080P FHD + Display 49 MP, Tripla Fotocamera, 6000 mAh Batteria, Doppi Altoparlanti, Jack per Cuffie da 3.5 mm, Nero (Power Black)",3.6,20,0.187684717,4,0.146717703,5,-0.056410256,1,0.153647773,5,-0.056410256,1,0.226315789,1,219.99,684,0.112231652,0.120129479,-0.048400631,0.133780038,0.019058582,-0.022686155,4,5,1,5,1,1
B09J7WP3BR,ALLPOWERS Portable Charger 41600mAh Power Bank with AC Outlets USB Wireless 110V200W Laptop Power Bank Fast Charging Battery Pack for Cell Phone Camera Drone,3.5,32,0.127777778,1,0.234958383,27,0.154147465,1,0.295457965,3,0.23140019,5,0.203453504,2,138,175,-0.021873744,0.294307055,0.042542039,0.025958867,-0.000657227,0.036212458,1,28,3,2,5,2
B0BN3Q9JLT,"GVM Gimbal Stabilizer Phone Video Light Kit for iPhone, Smartphone, Content Creator Kit, 5600K LED Equipment with Microphone &Tripod for Recording, Vlogging, Live Streaming, YouTube, TikTok",5,10,0.218432667,3,0.314442155,2,0,0,0.277495421,1,0.246457189,4,0,0,109.99,39,0.202051818,0.107302949,0.160326881,0,0.090020738,0,3,2,2,0,1,0
B088WRV6QG,Unlocked Motorola One Action - 6.3 inches - 128GB - Denim Blue - PAGL0003US (Renewed),4,12,0.192950089,4,0.093455309,5,0.16765247,4,0.218327922,4,0.188896104,3,0.356939139,2,136,58,0.277469143,0.137354344,0.143266401,-0.02141926,0.160770338,0.071890538,4,6,4,3,2,2
B09M2MZ1XR,"Samsung Galaxy S21 G991U 5G | T-Mobile GSM Unlocked | Android 5G Smartphone (Renewed) (128GB, Phantom Gray)",3.523809524,21,0.340064935,2,0.028333333,3,0.225,2,0.366212121,3,0,0,-0.2,1,244.99,132,0.005551416,-0.02819493,0.002864799,0.069729325,0.023655588,-0.043111023,2,3,2,3,3,1
B07R32GKN5,"MIXILIN USB Charging Station,2018 100 Ports USB Power Station Multi Port USB Wall Charger Adapter Phone Noninterference Multiport Desktop USB Rapid Charger for Hotel School Shopping malls",3.571428571,7,0,0,0.143154762,2,0.286309524,1,-0.009375,1,0,1,0,0,149.99,27,0,0.028440122,0.128611852,-0.051741955,-0.062912204,0,0,3,1,1,2,0
B07MHK5KFW,DJI Osmo Mobile 3 Handheld Smartphone Foldable Gimbal - with Cell Phone Lens and More,3.75,20,0.190853868,3,0.177462121,2,0,0,0.225485348,2,0.185640401,4,0,0,179,113,0.045736527,0.079633714,0,0.084931056,0.013707277,0,4,2,0,4,7,0
B081SLR37V,LEOFOTO VC-2 Smartphone Video Kit Twin Rosewood Handle Holder w Cold Shoe,5,1,0,0,0,0,0,0,0,0,0,0,0,0,103.2,1,0,0,0,0,0.893860207,0,0,0,0,0,1,0
B07BDPLJW7,LG Stylo 3 Plus TP450 T-Mobile Only (Renewed),3.541666667,24,0.1,1,0.080508658,5,0.140999278,3,0.168452381,1,0.168452381,1,0,0,195,73,-0.012034605,-0.040738347,-0.085683769,0,0,0,1,5,3,0,0,0
B088YN4RFQ,"SAMSUNG Galaxy A20 6.4"" 32GB GSM Unlocked 4G LTE Android Smartphone (Black)",3.3,10,0.193809524,1,0,0,0,0,0.193809524,1,0.193809524,1,0,0,159.22,104,0.02248019,0,0,0.095592958,0,0,1,0,0,1,0,0
B076P7DLQN,"Hooke Verse - Binaural Microphone - iPhone, Android, ASMR, Music, in-Ear/Head Microphone, 3D Audio Recording",3.625,16,0.219903537,4,0.239480329,6,0,0,0.180372024,2,0.194475517,7,0.276870748,1,239.99,27,-0.00559688,0.120157672,0.037648389,0.019455856,-0.133600711,0,5,7,4,1,6,0
B07WC3HWBW,Sonim XP8 XP8800 Dual-SIM 64GB Unlocked 4G/LTE Rugged Smartphone Black - Renewed,2.555555556,18,0.209385522,2,-0.090989057,4,-0.193742985,3,0.42962963,1,-0.234545455,1,0,0,142.89,106,0.090470503,0.030553714,-0.10315714,-0.076670571,-0.002027593,0,2,4,3,2,1,0
B08BMYKS12,"Motorola Moto G8 Power 64GB/4GB 6.4"" International Unlocked Smartphone - Blue",1,3,0,0,0,0,0,1,0,0,0,0,0,0,148.99,6,0,0,-0.205136974,0,0,0,0,0,1,0,0,0
B09Q6J3RYV,"Samsung Galaxy S20 FE 5G (128GB, 6GB) 6.5"" AMOLED, IP68 Water Resistant, 4G VoLTE (GSM + CDMA) Fully Unlocked (T-Mobile, AT&T, Verizon, Global) G781W (w/ Fast Wireless Charger, Navy) (Renewed)",2.777777778,18,0.141779661,2,0.227484749,9,0.218208232,2,0.215529661,2,0.293559322,1,0.293559322,1,210,108,0.043320291,0.033287243,0.014846361,-0.003258163,0.044830292,0.048960847,2,9,2,3,2,1
B08WCQ8J79,SAMSUNG Galaxy S21 5G G9910 128GB 8GB RAM International Version - Phantom Gray,1.5,2,0,0,0.161616162,1,0,0,0,0,0,0,0,0,399.99,13,-0.12714944,-0.114706524,0,0,-0.165411947,0,1,1,0,0,1,0
B06Y14K14Z,"Samsung Galaxy S8+ 64GB Phone- 6.2"" Display - T-Mobile Unlocked (Orchid Gray)",4.666666667,3,0.140238095,1,0.140238095,1,0.140238095,1,0.140238095,1,0,0,0,0,349.97,15,0.328721264,-0.025263339,0.324210789,0.193265613,0,0,1,1,1,1,0,0
B09R4XLPL8,Oticon Smart Charger,2.1,10,0,0,0.117487374,6,0,0,0,0,0,0,0,0,289,32,0,-0.136771291,0,0,0.083077028,0,0,6,0,0,1,0
B08665LZY6,"weBoost Home Room (472120R) Factory Refurbished Cell Phone Signal Booster Kit | Up to 1,500 sq ft | All US Carriers - Verizon, AT&T, T-Mobile & More | 5G Ready | 1 Year Manufacturer Warranty",2.333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,297.99,147,0,0,0,0,0,0,0,0,0,0,0,0
B0BJP6NYSS,"Ulefone Power Armor 14 Pro (8GB+128GB) 10000mAh Rugged Smartphone 2023, Android 12 Waterproof Phone, 20MP Triple Rear Camera, Wireless Charging, 6.52""HD+, Dual SIM 4G Unlocked Rugged Phone OTG NFC FM",2.4,5,0.3453125,1,0,0,0.3453125,1,0.3453125,1,0,0,0.3453125,1,259.99,134,0.185548834,0,0.127231575,0.179442546,0.255033459,0.179442546,1,0,1,1,2,1
B07H9FTB42,"for iPhone X OLED Screen Replacement Touch Digitizer [NOT LCD] Replacement Frame Assembly Black for iPhone X A1865, A1901, A1902 (5.8"")(Nasteck)",2.833333333,12,0.122777778,1,0,0,0.13697143,7,0.408333333,1,0.31,2,0,0,121.98,26,4.62E-05,0,-0.129089264,-0.116248067,-0.052562116,0,1,0,7,3,1,0
B093XCL8PZ,LG Wing 5G T-Mobile Unlocked LMF100TM 6.8 inch 8GB+256GB - Aurora Grey (US Warranty) (Renewed),3.897435897,39,0.342902979,5,0.34173746,6,0.216091461,14,0.347121617,7,0.15,1,0.321502726,3,389.95,278,0.094832906,0.106194482,0.020968906,0.058244003,0.057990596,0.035114949,5,7,14,7,8,3
B08F9KRBV7,"WP7 Rugged Smartphone, Night Vision Camera 8GB + 128GB Helio P90 Waterproof Unlocked Android Cell Phone 6.53 inches FHD+ Global 4G LTE Dual SIM, IP68/IP69K Triple Cameras NFC AI Cellphone (Orange2020)",3.571428571,14,0.173808957,5,0.148606891,7,0.224394133,4,0.127116402,3,0.216731859,3,-0.011352041,1,199.99,46,-0.004618376,0.113545165,-0.014557094,-0.062908615,0.034705804,-0.02698275,5,7,4,2,5,1
B08CZFN5K8,"Amazboost Cell Phone Signal Booster for Home Office,Cell Phone Booster Up to 8,000 sq ft | All U.S. Carriers 5G 4G 3G-Compatible with Verizon, AT&T, T-Mobile, Sprint & More | FCC Approved",2,5,0,0,0,0,0,0,0,0,0,0,0,0,549.99,22,0,0,0,0,0,0,0,0,0,0,0,0
B0B7WT4MN4,"Blackview Rugged Smartphone Unlocked, BV8800 Cell Phone, 8GB+128GB Unlocked Phones with 20MP Night-Vision Camera+50MP Rear, 33W Fast Charge 8380mAh Battery, IP68 Waterproof/NFC T-Mobile Android Phone",4,9,0.238810861,6,0.182792342,6,0.145407107,3,0.138249549,2,0.184968185,4,0.153525641,1,319.99,90,0.57862129,0.337192628,0.158786629,0.183355312,0.130419272,0.05905443,6,6,3,2,2,1
B07NWKP41X,"Samsung Galaxy S10+ Plus 512GB / 8GB RAM SM-G975F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Ceramic White)",4.588235294,17,0.194907407,2,0.075925926,2,0.194907407,2,0.050925926,2,0,0,0.187962963,1,629.99,127,0.073677291,0.032266412,0.096703279,0.132156116,0,-0.013421854,2,2,3,3,0,1
B07HWYWPN7,"Samsung Galaxy S8 Plus G955U 64GB Phone- 6.2"" Display - Sprint (Orchid Gray)",4,2,0,0,0,0,0.1325,1,0,0,0,0,0,0,349.97,16,0,0,-0.41210585,0,0,0,0,0,1,0,0,0
B00J9XQRFG,Nokia X RM980 Black Dual SIM - Factory Unlocked - International Version No Warranty,3.379310345,29,0,0,0.4,1,-0.029166667,2,0,0,0.066666667,3,-0.221875,2,199.99,62,0,-0.032006784,-0.053283272,-0.0322829,0.034544832,-0.01925867,0,1,2,1,3,2
B09LPCGBCB,"SAMSUNG Galaxy S21+ Plus G996U 5G | Android Cell Phone | 5G Smartphone (Renewed) (128GB, T-Mobile Unlocked, Phantom Black)",2.666666667,3,0,0,0,0,-0.15,1,0,0,0,0,0,0,284.99,15,0,0,-0.029391656,0,0,0,0,0,1,0,0,0
B0BMG2TNZG,"4G Unlocked Cell Phones,4G+128GB Dual Sim Smartphone, C21 Unlocked Mobile Phone with 6.8inch Waterdrop Screen, Android Phone 24+48 MP | 5000mAh | Fingerprint Lock & Face ID | US Version (rose gold)",3.25,4,0,0,0.246666667,1,0.25875,2,0,0,0,0,0,0,159.99,33,0,0.197109316,-0.029018991,0,0,0,0,1,2,0,0,0
B08ZHL6Q9F,"Samsung Galaxy A52 (128GB, 6GB) 6.5"" Super AMOLED 90Hz Display, 64MP Quad Camera, All Day Battery, Dual SIM GSM Unlocked (US + Global) 4G Volte A325M/DS (Fast Car Charger Bundle, Awesome Black)",3.086956522,46,0.144531165,6,0.018085874,8,0.153817333,9,0.354453283,2,-0.188095238,2,0.341666667,1,349,526,0.029175913,0.024526605,-0.011400945,0.043388134,0.040772713,0.020201,6,8,9,4,7,1
B09ZDLN6XN,"INKEE Falcon Plus Gimbal Stabilizer for GoPro Hero 11/10/9/8/7/6/5 Osmo Action Insta360 Sport Cameras,3-Axis Anti-Shake Wireless Control Handheld Gimbal w/Tripod Stand Original Screw Mounting Plate",3.857142857,7,0.256484652,4,0.242973485,2,0,0,0.132549931,2,0.357142857,2,0,0,129,22,0.209857735,-0.00505057,0.139909566,0.073335596,0.020051462,0,3,4,1,2,4,0
B09HSP6JTZ,"DistinctInk Case for iPhone 13 Pro MAX (6.7"" Screen) - Replacement for OtterBox Defender Custom Black Case - Red White Blue United States Flag Old - Show Your Love of The United States of America",5,1,0,0,0,0,0,0,0,0,0,0,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0
B09X62J2S7,"Samsung Galaxy A13 (SM-A135M/DS) Dual SIM,32 GB 3GB RAM, Factory Unlocked GSM, International Version - No Warranty - (Black)",3.05,20,0.25,1,0,0,-0.38,1,0.16,2,0.7,1,0.416666667,1,158,189,-0.043204722,0,0,-0.024754276,0.041661482,0.018367546,1,0,0,3,1,1
B093DXMSZB,Samsung Galaxy Note 10 Plus 5G N976U T-Mobile/Sprint Locked Smartphone (Renewed),3.666666667,21,0.308285985,2,0.25552399,3,0.37958153,3,0.517676768,3,0.359015152,2,1,1,299.95,73,0.08960911,0.05988037,0.041512025,0.019757374,0.10969742,0.046751332,2,3,3,2,3,1
B00XJE2C3W,Padholdr Social Series Premium Tablet Dash Kit for 2002-2012 Chevy,5,1,0,0,0,0,0.6,1,0,0,0,0,0,0,126.39,2,0,0,0.210702151,0,0,0,0,0,1,0,0,0
B0BY5V8P24,"Apple iPhone 14 Pro, 512GB, Deep Purple - Unlocked (Renewed)",3.727272727,33,0.194394106,5,0.314717526,13,0.256041126,5,0.094141692,2,0.363461538,2,0,0,1099.66,127,0.087394015,0.291944097,0.115097557,0.012213658,0.050582797,0,5,14,5,2,6,0
B07MY9QJR2,ePartSolution_LCD Display Digitizer Touch Screen + Frame Assembly for Samsung Galaxy S8 Plus SM-G955 Replacement Part USA (Black),5,1,0,0,0.201742424,1,0.201742424,1,0,0,0,0,0,0,159.95,5,0,0.334905452,0.229245773,0,0,0,0,1,1,0,0,0
B09TPYKRT2,"SAMSUNG Galaxy Z Flip 3 Flip3 5G Fully Unlocked Android Cell Phone US Version Smartphone Flex Mode, Intuitive Camera Compact - (Renewed) (256GB, Gray)",3.5,4,0,0,0.092592593,1,0.092592593,1,0,0,0.092592593,1,0,0,495,33,0,0.10098997,-0.218684358,0,0.190103255,0,0,1,1,0,1,0
B0947PR7LF,BlueParrott B450-XT BPB-45020 (204270) Noise Cancelling Wireless Bluetooth Headset w/iSave Protective Carrying Case with 24 Hours of Talk time,4.714285714,7,0,0,0,0,0,0,0,0,0.4,1,0,0,211.99,30,0,0,0,0,0,0,0,0,0,0,0,0
B095S27PF6,Asus Zenfone 8 ZS590KS 5G Dual 256GB 12GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) International Version - Silver,4.5,2,0.175952381,1,0.263670635,2,0.175952381,1,0.263670635,2,0.263670635,2,0.175952381,1,429,7,0.484146904,-0.304605015,0.13674874,0.473652165,0,0.045197092,1,2,1,1,0,1
B0BR5C62Y9,"OUKITEL WP19 [21000mAh Battery] Rugged Smartphone Unlocked, 64MP Camera Night Vision Mobile Phones 8GB+256GB IP68 Waterproof Cellphone, Android 12 Cell Phone, 6.78"" HD+ Dual SIM 4G Smartphones OTG/NFC",3.833333333,6,0.243744068,4,0.292596708,3,0.142222222,1,0.277584683,3,0.301234568,1,0,0,449.99,78,0.500397686,0.360649002,-0.087501844,-0.047013106,0.10229955,0,4,3,1,1,2,0
B09K658821,"Ygpmoiki for TCL 20 Pro Screen Replacement T810S T810H 6.7"" LCD Display Touch Screen Digitizer Replacement",5,2,0,0,0,0,0.6875,2,0.525,1,0,0,0,0,127.99,5,0,0,0.395075239,0.487457315,0,0,0,0,2,1,0,0
B09TS3SGGZ,Google Pixel 6 (5G) 128GB Unlocked - Sorta Seafoam (Renewed),4.166666667,12,0.325,1,0.35,1,0.204545455,2,1,1,0,0,0,0,254.11,41,0.082337551,0.080627433,0.027709164,0,-0.055180097,0,1,1,4,0,1,0
B08KZ9F41J,Motorola - moto razr 5G 256GB (Unlocked) - Polished Graphite - PAJS0007US (Renewed),2.777777778,36,0.166633995,1,0.171036711,4,0.160481848,14,0.217557636,5,0.239566997,2,0.206909938,2,454,165,-0.014679071,0.094709621,-0.012738822,0.091476251,0.097218846,0.004161184,1,4,14,4,6,2
B075QRMZLM,"EchoMaster PS-RBP-M Parking Sensor, Rear Buzzer Kit",5,3,0,0,0.207575758,1,0,0,0,0,0.207575758,1,0,0,115,5,0,-0.038642665,0.257464696,0,0.257464696,0,0,1,1,0,1,0
B01E8OYZUY,Infinity REF9620CX 6X9 750W Reference Series 2-Way Component System,4.304347826,23,0,0,0.16739122,3,0,0,0,0,0.370525641,5,0,0,119.95,61,0,-0.037646393,0,0,0.011544495,0,0,3,0,0,1,0
B07L37CSBL,Google Pixel 3 XL 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Clearly White (Renewed),2.625,8,0.4,1,0.166666667,3,-0.15,1,0,0,0,0,0,0,154.94,64,-0.03250102,-0.152757089,-0.091598939,0,0,0,1,3,2,0,0,0
B08LX9T794,"Samsung Galaxy A21 A215U 6.5” Infinity Display 32GB Android Smartphone (Black, New GSM Unlocked)",3.857142857,7,0.05,1,0,0,0,0,0,0,0,0,0,0,114.99,53,0.136843829,0,0,0,0,0,1,0,0,0,0,0
B09TZC4LW4,"Samsung Galaxy A13 5G (64GB, 4GB) 6.5"" HD+, 50MP Triple Camera, 5000mAh Battery, 5G / 4G Volte (for T-Mobile, Sprint Only) A136U (Black)",2.333333333,6,0,0,0,0,0,0,0,0,0,0,0,0,229.99,37,0,0,0,0,0,0,0,0,0,0,0,0
B07SR65CZ8,Motorola Moto G7 Power 32GB+3GB RAM XT1955-2 LTE Factory Unlocked GSM 5000mAh Battery Smartphone (International Version) (Marine Blue) (Renewed),3.75,4,0.25334596,2,0.168897306,3,0.204987374,2,0.168897306,3,0,0,0.096717172,1,124.99,19,0.138340765,0.668422494,0.45535264,0.140771092,0.191690288,0.191690288,2,3,2,3,1,1
B0B7P874F8,"SAMSUNG Galaxy A53 5G (128GB, 6GB) 6.5'' 120Hz Full HD+, IP67 Water Resistant, Dual SIM GSM 4G Volte Unlocked (for US + Global) International Model A536E/DS (25W Charging Cube Bundle, Awesome Black)",2.970588235,34,0.103775854,2,0.234848485,3,0.291058201,4,0,0,-0.077050265,2,0.120899471,1,335,918,0.023834529,-0.014340921,0.039973778,-0.019435082,-0.028202972,-0.004525429,1,3,5,1,2,1
B0C1RJNDDX,HiBoost Cell Signal Booster for Car Boosts 5G 4G LTE for All U.S. Carriers Verizon AT&T T-Mobile US Cellular | Magnetic Roof Antenna | APP Control Vehicle SUV Van Pickup Signal Booster FCC Approved,4.518518519,27,0.411111111,1,0.237678219,4,0,0,0.358109943,8,0.27100482,3,0,0,409.99,82,0.033885147,0.045182286,0.004747891,0.201557702,0.015138704,0,1,4,2,7,2,0
B08QXW1TXX,SAMSUNG Galaxy S21 Plus 5G SM-G996B/DS 256GB 8GB RAM International Version - Phantom Violet,4.857142857,7,0.5,1,0,0,0,0,0,0,0.5,1,0.5,1,899.99,114,-0.043820281,0,0.141470953,0,0.042507874,0.135302571,1,0,1,0,1,1
B00MYWLEJI,BYOVTM35M - BOYO VTM35M 3.5quot; TFT LCD Rear-View Color Mirror Monitor,5,1,0.114254386,1,0.114254386,1,0.114254386,1,0,0,0.114254386,1,0,0,117.82,1,0.65030586,0.846292883,0.569462946,0.691990104,0.348009079,0,1,1,1,1,1,0
B016XBLFKI,FreedomPop iPhone 5 16GB LTE - Black - No Contract (Certified Refurbished),3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,199.99,2,0,0,0,0,0,0,0,0,0,0,0,0
B09JKKD16N,"Zhiyun Smooth 5 Professional Smartphone Gimbal Stabilizer, 3-Axis Phone Gimbal Video,Compatible with iPhone 13 Pro Max Mini 12 11 XS X XR 8 Android ISO",3,14,0.117257716,4,-0.067345679,2,0.270833333,1,0.116265432,2,0.167454733,3,0,0,149,215,-0.009796556,-0.065262546,0.069267768,0.107329109,0.186740331,0,2,2,1,4,4,0
B09M7LYYBW,"Uniden U65C Cell Phone Signal Booster | Omni/Panel Antenna - 75 Ohm | Boosts 3G/4G/LTE|5G Ready|Up to 4,000 sq ft|for All US Carriers - Verizon, AT&T, T-Mobile & More | FCC Approved",2,1,0,0,0,0,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,0,0,0,0
B07MDXZK13,SatPhoneStore Iridium GO! Standard Package with Tough Case and Blank Prepaid SIM Card Ready for Easy Online Activation,3.875,8,0,0,-0.155555556,1,0,0,0.153968254,1,0,0,0,0,849,19,0,0.002509072,0,0.045098383,0.015751341,0,0,1,0,1,1,0
B09B1RBVJV,Hohem iSteady V2 AI Visual Tracking Gimbal Stabilizer 3-Axis Lightweight Foldable LED Video Light Gimbal for Vlog Live YouTube for iPhone12 Pro/Max Samsung S20,3.25,8,0.065332951,1,0,0,0,0,0,1,0,0,0,0,119,167,-0.039371032,0,0,-0.028808952,0,0,1,0,0,3,0,0
B07YN2NPD4,Realme 5 Pro 128Gb + 4GB Dual Sim 4G LTE Octa-core Snapdragon 712 AIE 48 MP International Version -No Warranty (Sparkling Blue),2.5,2,0.14,1,0,0,0,0,0,0,0,0,0,0,149.99,12,-0.095885895,0,0,0,0,0,1,0,0,0,0,0
B088MMXN3X,Samsung Galaxy S20+ 5G Factory Unlocked Android Cell Phone |128GB of Storage | Cosmic Black (Renewed),3.75,24,0.330092697,5,0.250815871,3,0.220577181,4,0.466396104,5,0,0,0.366071429,1,259.09,256,0.039012881,0.058829255,0.001353288,0.143024947,0.019906755,0.033217426,5,4,4,5,4,1
B0BJL7CF4S,"Samsung Galaxy A03S 4G LTE (NOT 5G) 6.5"" HD+ Triple Camera 5000mAh Battery, Dual Sim GSM Unlocked Global 4G Volte (NOT VERIZON/Boost) International Model A037M/DS (Black, 32GB)",3.6875,16,0.433333333,1,0,0,0.093421053,2,0.186842105,1,0,0,0,0,169.99,199,0.061423609,0,-0.011919371,0.000987711,0,0,1,0,2,2,0,0
B0848N32XP,"Huawei P30 Pro Dual/Hybrid-SIM 128GB VOG-L29 (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Midnight Black)",3.961538462,26,0.4705,10,0.489583333,6,0.266666667,2,0.356994048,6,0.235491071,4,0,0,465,1424,0.281598149,0.159456784,0.022046466,0.141917158,0.003792041,0,10,6,4,5,1,0
B0B4WXNRLY,Ciro CYBERCHARGER™ Phone Holder with 15W Wireless Fast Charger,4.214285714,14,0,0,0.25920655,9,0.276785714,1,0.155397727,2,0.504196429,4,0,0,108.99,51,0,0.072924679,0,-0.023612833,-0.001530999,0,0,10,0,2,3,0
B0B1Z2X2QB,"Apple Watch Series 6 (GPS, 44mm) - Red Aluminum Case with Red Sport Band (Renewed Premium)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,272,5,0,0,0.547041059,0,0.988150904,0,0,0,1,0,1,0
B09BK2V4C4,"OnePlus Nord CE 5G all carriers Euro 4G Volte GSM Global 64MP Triple Camera NFC Dual Sim International Version (Charcoal Ink, 128GB+8GB)",2.714285714,7,0,0,0.428030303,2,0,0,0,0,0,0,0,0,259,60,0,0.061153265,0,-0.030105865,0.134049384,0,0,2,0,1,1,0
B09KX5HJRT,"Samsung Galaxy A12 32GB A125U (T-Mobile/Sprint Unlocked) 6.5"" Display Quad Camera Long Lasting Battery Smartphone - Black (Renewed)",4.107142857,28,0.274841044,4,0.088674242,4,0.007323232,3,0.164880952,2,0.122532468,2,0.158636364,2,119.44,1578,0.105211161,0.099448372,-0.008737311,0.033085746,-0.019061877,-0.030248204,4,5,3,3,1,2
B084DHG8WD,"JOBY GorillaPod Mobile Vlogging Kit (Smartphone Rig, Wavo Mobile Mic, Beamo Mini LED Light) Flexible Tripod, Phone Holder, Vlogging Microphone, Vlog Light, Vlogging Camera Kit, Content Creator Kit",3.5625,16,0.309349112,2,0.0585,1,0,0,0.401666667,2,0.480166667,5,0,0,169,226,0.044262813,-0.010082013,0.001807602,0,-0.030007156,0,2,1,1,0,3,0
B00PLE6BCQ,Kyocera Hydro Life Andorid SmartPhone (Metro PCS) No Contract,2.733333333,15,-0.166560357,3,0.009730453,5,0.125159465,2,0.395,2,0.125,1,0.125,1,219.99,25,-0.046767941,0.037869645,-0.059758661,0,-0.047149515,-0.047149515,3,5,2,0,1,1
B0BPY8WW1N,"PITAKA Watch Band and Case for Apple Watch Ultra 49mm - Modern, Lightweight Carbon Fiber Wristband With Magnetic Clasp and Protective Aramid Fiber Watch Case",5,2,0,0,0,0,0,0,0,0,0,0,0,0,120,5,0,0,0,0,0.476364684,0,0,0,0,0,1,0
B07F2VGZDK,"Pixel 2 XL Unlocked GSM/CDMA - US warranty (Black and White, 64GB)",4.25,16,0.561111111,3,0.234090909,2,0,0,0.316098485,2,0.733333333,1,0.171066434,1,249.99,49,0.122060483,0.162571763,0.084054513,0.088520271,0.060906248,0.002891258,3,3,4,3,1,1
B0B8TL6RY5,Samsung Galaxy Watch 5 PRO [2022] (45mm) Titanium Case - (Black),4.125,8,0,0,0.306148088,3,0.35003382,2,0.386666667,1,0.41452381,1,0,0,295,93,0,0.28790346,0.242207984,0.11188321,0.113338204,0,0,3,2,1,1,0
B0B8XBQ5M7,"Bewinner I14 Pro Max Unlocked Cellphone, 6.7 Inch HD Screen, 4GB RAM 128GB ROM, Dual SIM Card 4G Smartphone, Face Unlock Phone for Android 12 4000mAh Battery Gold",1.166666667,6,0.7,1,0.166666667,3,0,0,0,0,-0.05,1,0,0,120.99,24,-0.091556025,-0.29962038,0,0,0,0,1,3,0,0,0,0
B0BMPTQ253,"Dilwe 6.7'' Pro Max Smartphone Unlocked 4G, 6.7Inch Large Screen, 4GB 128GB Face Unlock Cell Phone for Android 12.0, 16MP 8MP Dual Camera, SIM Slots, 4000mAh Battery(6.7'' Black)",1,2,0,0,0,0,0,0,0,0,0,0,0,0,118.61,23,0,0,0,0,-0.45197546,0,0,0,0,0,1,0
B07K4SPXTC,"XTPower XT-20000QC3 PowerBank Modern DC/USB Battery with 20100mAh - 5V USB incl. Quick Charge 3.0 - DC 12V to 24V for Laptops, Tablets, Samsung, iPhone, and More!",3.666666667,15,0.75,2,0.252791276,12,0.181833333,2,0.205684524,2,0,0,0.238666667,1,119.9,105,0.048543819,0.212834487,-0.005651257,-0.044074686,0,0.05331294,2,12,2,2,0,1
B08JNSH641,OnePlus 8 (5G) 128GB+8GB(RAM) 90Hz Display (T-Mobile/Sprint Unlocked) IN2017 Single SIM Smartphone - Black (Renewed),3.25,4,0.2,1,0,0,0,0,0.142894345,2,0,0,0,0,209.99,19,-0.210479483,0,-0.056844954,0.132973366,0.454148849,0,1,0,1,2,2,0
B076HZDVN6,Z2 Play Fine Gold,4.25,4,0,0,0,0,0,0,0,0,-0.021212121,1,0,0,249.99,11,0,0,0,0,-0.184560813,0,0,0,0,0,1,0
B00STXLHGG,Alcatel One Touch Fierce 2 (7040N) Smartphone - Metro PCS,3,7,0.38,1,0.345446815,2,0.206802721,1,0.459090909,1,0.38,1,0.38,1,119.99,21,-0.04707795,0.039204831,0.162764259,0.100696999,0,-0.0227402,1,2,2,1,0,1
B09478ZVHT,"Samsung Galaxy A71 5G A716U | 6.7"" AMOLED Screen |128GB of Storage | Long Lasting Battery | Single SIM | 2020 Model | Black - AT&T Locked (Renewed)",3.571428571,7,0.319708995,2,0.417857143,2,0.319047619,1,0.025,1,-0.025,1,0,0,141.47,39,0.153220207,0.264526607,-0.103388868,0.003323389,-0.094566943,0,2,2,1,2,1,0
B08HQX7636,"adidas Phone Grip and Tablet Stand, Universal Sports Phone Grip Holder Compatible with iPhone, iPad, Samsung, Huawei and More, Size Large in Black/Grey",4,1,0,0,0,0,0,0,0,0,0,0,0,0,891.1,57,0,0.875858011,0,0,0,0,0,1,0,0,0,0
B01D56C50I,"Samsung Galaxy S7 SM-G930F 32GB Unlocked GSM 4G/LTE Smartphone - Gold (International version, No Warranty)",3.75,8,0,0,0.311363636,1,0.247222222,1,0.311363636,1,0.387272727,1,0,1,243.99,15,0,0.027672008,0.060486304,0.027672008,0,-0.042154205,0,1,2,1,0,1
